CC,SLIC,SORT,CAP,SPAN,STRT,SLIC_State,Facility Latitude,Facility Longitude
US,2832,L,3288,328,1700, NC,35.1938,-79.3734
US,2832,P,3840,403,400, NC,35.1938,-79.3734
US,2834,L,3946,328,1700, NC,34.6058,-78.9998
US,2834,P,2275,403,400, NC,34.6058,-78.9998
US,2839,S,20000,403,300, NC,35.1971,-80.9358
US,2839,T,4680,403,1700, NC,35.1971,-80.9358
US,2851,L,4768,328,1700, NC,34.7469,-77.3824
US,2851,P,1880,403,400, NC,34.7469,-77.3824
US,2855,L,4110,328,1700, NC,34.8789,-76.9114
US,2855,P,2550,403,400, NC,34.8789,-76.9114
US,2861,L,3636,328,1700, NC,36.1381,-81.1764
US,2861,P,1840,403,400, NC,36.1381,-81.1764
US,2862,L,2239,328,1700, NC,35.8185,-80.8736
US,2862,P,2025,403,400, NC,35.8185,-80.8736
US,2864,L,4439,328,1700, NC,35.8932,-81.57300000000002
US,2864,P,1900,403,400, NC,35.8932,-81.57300000000002
US,2874,L,3535,328,1700, NC,35.3165,-82.4335
US,2874,P,2260,403,400, NC,35.3165,-82.4335
US,2889,S,950000,403,300, NC,35.44223333333333,-82.00240000000002
US,2891,L,4959,328,1700, NC,35.1623,-83.4355
US,2891,P,1760,403,400, NC,35.1623,-83.4355
US,2911,L,3617,328,1700, SC,33.9209,-80.3461
US,2911,P,2650,403,400, SC,33.9209,-80.3461
US,2919,A,1049999,150,900, SC,33.933,-81.1048
US,2919,D,30090,478,1100, SC,33.933,-81.1048
US,2919,M,850000,400,600, SC,33.933,-81.1048
US,2919,S,2760,403,300, SC,33.933,-81.1048
US,2919,T,760000,403,1700, SC,33.933,-81.1048
US,2929,N,34000,403,2200, SC,33.9348,-81.1012
US,2929,P,13965,403,400, SC,33.9348,-81.1012
US,2929,T,34000,403,1700, SC,33.9348,-81.1012
US,2939,P,15894,403,400, SC,34.9726,-81.9664
US,2939,T,36000,403,1700, SC,34.9726,-81.9664
US,2941,L,3658,328,1700, SC,33.0259,-80.1312
US,2941,P,6050,403,400, SC,33.0259,-80.1312
US,2945,P,1229999,403,400, SC,32.8676,-79.9978
US,2951,L,2014,328,1700, SC,33.718,-78.933
US,2951,P,3640,403,400, SC,33.718,-78.933
US,2961,L,4974,328,1700, SC,34.53,-82.6858
US,2961,P,4960,403,400, SC,34.53,-82.6858
US,2963,L,4604,328,1700, SC,34.223,-82.1167
US,2963,P,3000,403,400, SC,34.223,-82.1167
US,2969,T,770000,403,1700, SC,17.46865,-41.1129
US,2971,L,3576,328,1700, SC,34.7423,-80.7197
US,2971,P,1975,403,400, SC,34.7423,-80.7197
US,2992,L,3823,328,1700, SC,32.2252,-80.7008
US,2992,P,3100,403,400, SC,32.2252,-80.7008
US,3002,P,1049999,403,400, GA,33.7602,-84.5398
US,3009,D,91000,478,1100, GA,33.8971,-84.2425
US,3009,N,91000,403,2200, GA,33.8971,-84.2425
US,3009,P,16051,403,400, GA,33.8971,-84.2425
US,3009,S,24184,403,300, GA,33.8971,-84.2425
US,3009,T,91000,403,1700, GA,33.8971,-84.2425
US,3012,L,4648,328,1700, GA,34.0589,-84.6374
US,3012,P,3080,403,400, GA,34.0589,-84.6374
US,3019,L,8276,328,1700, GA,34.05,-84.3219
US,3019,P,9600,403,400, GA,34.05,-84.3219
US,3022,L,4974,328,1700, GA,33.5867,-85.0994
US,3022,P,1860,403,400, GA,33.5867,-85.0994
US,3025,L,4069,328,1700, GA,32.9891,-85.0379
US,3025,P,3125,403,400, GA,32.9891,-85.0379
US,3026,L,4357,328,1700, GA,33.3745,-84.5773
US,3026,P,3210,403,400, GA,33.3745,-84.5773
US,3029,S,7075,403,300, GA,33.6567,-84.4295
US,3029,T,8207,403,1700, GA,33.6567,-84.4295
US,3039,N,39437,403,2200, GA,33.7602,-84.5398
US,3039,P,14446,403,400, GA,33.7602,-84.5398
US,3039,T,33005,403,1700, GA,33.7602,-84.5398
US,3045,L,4032,328,1700, GA,32.3893,-81.8276
US,3045,P,2650,403,400, GA,32.3893,-81.8276
US,3052,L,4069,328,1700, GA,34.3739,-83.221
US,3052,P,1960,403,400, GA,34.3739,-83.221
US,3059,N,27001,403,2200, GA,33.5497,-84.6031
US,3059,P,8300,403,400, GA,33.5497,-84.6031
US,3059,T,39000,403,1700, GA,33.5497,-84.6031
US,3082,L,4023,328,1700, GA,33.4004,-82.6593
US,3082,P,2600,403,400, GA,33.4004,-82.6593
US,3151,L,4785,328,1700, GA,31.19,-81.4975
US,3151,P,2500,403,400, GA,31.19,-81.4975
US,3171,P,1199999,403,400, GA,31.4465,-83.5103
US,3172,L,5139,328,1700, GA,30.8794,-84.2121
US,3172,P,930,403,400, GA,30.8794,-84.2121
US,3176,L,4043,328,1700, GA,31.5581,-84.1006
US,3176,P,4840,403,400, GA,31.5581,-84.1006
US,3179,N,20000,403,2200, GA,31.4465,-83.5103
US,3179,P,8800,403,400, GA,31.4465,-83.5103
US,3179,T,20000,403,1700, GA,31.4465,-83.5103
US,3189,S,2461,403,300, GA,32.342475,-84.382
US,3189,T,2162,403,1700, GA,32.342475,-84.382
US,3202,L,4127,328,1700, FL,29.1937,-81.0791
US,3202,P,2730,403,400, FL,29.1937,-81.0791
US,3203,L,2387,328,1700, FL,29.8958,-81.3156
US,3203,P,2600,403,400, FL,29.8958,-81.3156
US,3204,P,1049999,403,400, FL,30.3593,-81.7239
US,3219,A,770000,150,900, FL,30.4871,-81.6616
US,3219,S,2185,403,300, FL,30.4871,-81.6616
US,3219,T,2553,403,1700, FL,30.4871,-81.6616
US,3229,D,183000,478,1100, FL,30.3593,-81.7239
US,3229,N,183000,403,2200, FL,30.3593,-81.7239
US,3229,P,10960,403,400, FL,30.3593,-81.7239
US,3229,S,183000,403,300, FL,30.3593,-81.7239
US,3229,T,183000,403,1700, FL,30.3593,-81.7239
US,3241,L,3679,328,1700, FL,30.7646,-85.52320000000002
US,3241,P,1720,403,400, FL,30.7646,-85.52320000000002
US,3251,L,6407,328,1700, FL,30.4097,-86.6281
US,3251,P,6675,403,400, FL,30.4097,-86.6281
US,3261,L,3781,328,1700, FL,29.1842,-82.1699
US,3261,P,5450,403,400, FL,29.1842,-82.1699
US,3271,L,1695,328,1700, FL,28.8287,-81.9076
US,3271,P,4920,403,400, FL,28.8287,-81.9076
US,3279,S,2320,403,300, FL,13.9515,-41.33995
US,3279,T,2120,403,1700, FL,13.9515,-41.33995
US,3289,N,57750,403,2200, FL,28.4386,-81.3594
US,3289,P,6351,403,400, FL,28.4386,-81.3594
US,3289,T,51000,403,1700, FL,28.4386,-81.3594
US,3291,L,1320,328,1700, FL,28.044,-80.59100000000002
US,3291,P,6180,403,400, FL,28.044,-80.59100000000002
US,3296,L,5272,328,1700, FL,27.6678,-80.4333
US,3296,P,1720,403,400, FL,27.6678,-80.4333
US,3299,S,3330,403,300, FL,18.967266666666667,-54.2118
US,3299,T,1940,403,1700, FL,18.967266666666667,-54.2118
US,3302,L,4158,328,1700, FL,26.0368,-80.1656
US,3302,P,5340,403,400, FL,26.0368,-80.1656
US,3303,L,3315,328,1700, FL,24.5552,-81.7796
US,3303,P,2425,403,400, FL,24.5552,-81.7796
US,3306,L,17615,328,1700, FL,25.797,-80.3155
US,3306,P,17572,403,400, FL,25.797,-80.3155
US,3309,A,890000,150,900, FL,25.8773,-80.267
US,3309,N,56000,403,2200, FL,25.8773,-80.267
US,3309,P,10775,403,400, FL,25.8773,-80.267
US,3309,T,59080,403,1700, FL,25.8773,-80.267
US,3311,L,4072,328,1700, FL,25.5291,-80.4208
US,3311,P,6600,403,400, FL,25.5291,-80.4208
US,3326,L,20177,328,1700, FL,26.3214,-80.1226
US,3326,P,14526,403,400, FL,26.3214,-80.1226
US,3329,A,760000,150,900, FL,17.204666666666665,-53.529
US,3329,M,900000,400,600, FL,17.204666666666665,-53.529
US,3329,T,1159999,403,1700, FL,17.204666666666665,-53.529
US,3333,L,7200,328,1700, FL,26.752333333333336,-81.42020000000002
US,3333,P,7372,403,400, FL,26.752333333333336,-81.42020000000002
US,3343,L,3258,328,1700, FL,27.1591,-80.2212
US,3343,P,6050,403,400, FL,27.1591,-80.2212
US,3351,L,1365,328,1700, FL,27.9851,-82.7537
US,3351,P,1980,403,400, FL,27.9851,-82.7537
US,3352,L,1155,328,1700, FL,27.477,-82.5544
US,3352,P,2425,403,400, FL,27.477,-82.5544
US,3355,L,1455,328,1700, FL,28.2781,-82.7028
US,3355,P,1960,403,400, FL,28.2781,-82.7028
US,3357,L,1440,328,1700, FL,28.6176,-82.3535
US,3357,P,3660,403,400, FL,28.6176,-82.3535
US,3363,L,3420,328,1700, FL,28.035,-82.5296
US,3363,P,7106,403,400, FL,28.035,-82.5296
US,3369,P,18240,403,400, FL,27.961,-82.3853
US,3369,T,7980,403,1700, FL,27.961,-82.3853
US,3379,P,10920,403,400, FL,27.8864,-82.71
US,3379,T,19578,403,1700, FL,27.8864,-82.71
US,3385,L,1800,328,1700, FL,27.9061,-81.5914
US,3385,P,4440,403,400, FL,27.9061,-81.5914
US,3391,L,4629,328,1700, FL,5.39356,-16.413800000000002
US,3391,P,6150,403,400, FL,5.39356,-16.413800000000002
US,3394,L,2615,328,1700, FL,26.1605,-81.7525
US,3394,P,8100,403,400, FL,26.1605,-81.7525
US,3399,S,1219999,403,300, FL,26.5436,-81.7735
US,3491,L,3601,328,1700, FL,27.3742,-80.3343
US,3491,P,4120,403,400, FL,27.3742,-80.3343
US,3509,L,7259,328,1700, AL,33.4492,-86.84089999999998
US,3509,P,5916,403,400, AL,33.4492,-86.84089999999998
US,3529,S,1875,403,300, AL,33.5611,-86.7484
US,3529,T,1472,403,1700, AL,33.5611,-86.7484
US,3539,L,7981,328,1700, AL,33.5693,-86.7657
US,3539,P,6640,403,400, AL,33.5693,-86.7657
US,3561,L,3584,328,1700, AL,34.3954,-86.9131
US,3561,P,2500,403,400, AL,34.3954,-86.9131
US,3562,L,5564,328,1700, AL,34.6254,-87.0387
US,3562,P,2100,403,400, AL,34.6254,-87.0387
US,3571,L,4913,328,1700, AL,34.4725,-85.6947
US,3571,P,2180,403,400, AL,34.4725,-85.6947
US,3609,N,56000,403,2200, AL,32.4229,-86.3046
US,3609,P,1386,403,400, AL,32.4229,-86.3046
US,3609,S,56000,403,300, AL,32.4229,-86.3046
US,3609,T,56000,403,1700, AL,32.4229,-86.3046
US,3631,L,4074,328,1700, AL,31.3403,-85.8675
US,3631,P,1840,403,400, AL,31.3403,-85.8675
US,3669,S,1275,403,300, AL,30.6801,-88.2414
US,3669,T,936,403,1700, AL,30.6801,-88.2414
US,3701,L,5191,328,1700, TN,35.9596,-86.82279999999999
US,3701,P,5391,403,400, TN,35.9596,-86.82279999999999
US,3702,L,4882,328,1700, TN,36.5046,-87.31760000000001
US,3702,P,1560,403,400, TN,36.5046,-87.31760000000001
US,3704,L,7800,328,1700, TN,36.0776,-87.3756
US,3704,P,1596,403,400, TN,36.0776,-87.3756
US,3711,L,3939,328,1700, TN,35.8388,-86.4053
US,3711,P,2875,403,400, TN,35.8388,-86.4053
US,3719,D,108000,478,1100, TN,36.1015,-86.7563
US,3719,N,108000,403,2200, TN,36.1015,-86.7563
US,3719,P,3053,403,400, TN,36.1015,-86.7563
US,3719,S,108000,403,300, TN,36.1015,-86.7563
US,3719,T,108000,403,1700, TN,36.1015,-86.7563
US,3729,P,8610,403,400, TN,36.14,-86.7
US,3729,T,27451,403,1700, TN,36.14,-86.7
US,3731,L,5468,328,1700, TN,35.1317,-84.904
US,3731,P,1820,403,400, TN,35.1317,-84.904
US,3749,P,8700,403,400, TN,35.0716,-85.1892
US,3749,T,20000,403,1700, TN,35.0716,-85.1892
US,3762,L,6564,328,1700, TN,36.3525,-82.3651
US,3762,P,2725,403,400, TN,36.3525,-82.3651
US,3782,L,4782,328,1700, TN,36.0339,-84.3296
US,3782,P,2460,403,400, TN,36.0339,-84.3296
US,3783,L,3605,328,1700, TN,35.7544,-84.0132
US,3783,P,1729,403,400, TN,35.7544,-84.0132
US,3789,S,2925,403,300, TN,35.8181,-84.0064
US,3789,T,3120,403,1700, TN,35.8181,-84.0064
US,3799,D,55000,478,1100, TN,36.0213,-84.0036
US,3799,N,55000,403,2200, TN,36.0213,-84.0036
US,3799,P,2250,403,400, TN,36.0213,-84.0036
US,3799,S,55000,403,300, TN,36.0213,-84.0036
US,3799,T,55000,403,1700, TN,36.0213,-84.0036
US,3801,L,4421,328,1700, TN,35.1242,-88.565
US,3801,P,1202,403,400, TN,35.1242,-88.565
US,3809,P,7284,403,400, TN,35.2048,-89.7776
US,3809,S,1129999,403,300, TN,35.2048,-89.7776
US,3809,T,20000,403,1700, TN,35.2048,-89.7776
US,3819,P,6402,403,400, TN,35.0677,-90.0035
US,3819,S,20000,403,300, TN,35.0677,-90.0035
US,3819,T,22235,403,1700, TN,35.0677,-90.0035
US,3831,L,5202,328,1700, TN,35.9682,-88.949
US,3831,P,1185,403,400, TN,35.9682,-88.949
US,3834,L,1189999,328,1700, MS,35.0477,-89.96389999999998
US,3839,S,1009999,403,300, TN,35.6428,-88.7853
US,3841,L,4821,328,1700, TN,35.5887,-87.036
US,3841,P,2180,403,400, TN,35.5887,-87.036
US,3849,A,850000,150,900, TN,35.0477,-89.9639
US,3849,D,86000,478,1100, TN,35.0477,-89.9639
US,3849,M,980000,400,600, TN,35.0477,-89.9639
US,3849,N,86000,403,2200, TN,35.0477,-89.9639
US,3849,P,7275,403,400, TN,35.0477,-89.9639
US,3849,S,114999,403,300, TN,35.0477,-89.9639
US,3849,T,86000,403,1700, TN,35.0477,-89.9639
US,3852,L,790000,328,1700, TN,35.11054,-89.88938
US,3854,L,1583,328,1700, TN,35.9306,-85.4628
US,3854,P,2625,403,400, TN,35.9306,-85.4628
US,3861,L,5372,328,1700, MS,34.8157,-89.9737
US,3861,P,2180,403,400, MS,34.8157,-89.9737
US,3862,P,760000,403,400, MS,35.0477,-89.9639
US,3881,L,4741,328,1700, MS,34.678000000000004,-88.5531
US,3881,P,1203,403,400, MS,34.678000000000004,-88.5531
US,3909,S,830000,403,300, MS,32.3086,-90.0733
US,3909,T,860000,403,1700, MS,32.3086,-90.0733
US,3911,L,5216,328,1700, MS,32.3561,-90.8286
US,3911,P,2500,403,400, MS,32.3561,-90.8286
US,3921,P,840000,403,400, MS,32.2687,-90.207
US,3929,D,60000,478,1100, MS,32.2687,-90.207
US,3929,N,60000,403,2200, MS,32.2687,-90.207
US,3929,P,7910,403,400, MS,32.2687,-90.207
US,3929,T,60000,403,1700, MS,32.2687,-90.207
US,3941,L,3965,328,1700, MS,31.6945,-89.1467
US,3941,P,1437,403,400, MS,31.6945,-89.1467
US,3951,L,3737,328,1700, MS,30.3882,-88.6469
US,3951,P,2280,403,400, MS,30.3882,-88.6469
US,3961,L,4376,328,1700, MS,31.2443,-90.4538
US,3961,P,1640,403,400, MS,31.2443,-90.4538
US,4004,L,900000,328,1700, KY,28.640850000000004,-64.2642
US,4005,L,910000,328,1700, KY,32.732400000000005,-73.4448
US,4009,D,104120,478,1100, KY,38.1745,-85.7206
US,4009,N,322764,403,2200, KY,38.1745,-85.7206
US,4014,L,990000,328,1700, KY,32.732400000000005,-73.4448
US,4022,L,4183,328,1700, KY,38.2206,-85.54969999999999
US,4022,P,8250,403,400, KY,38.2206,-85.54969999999999
US,4029,P,47356,403,400, KY,19.0939,-42.8428
US,4029,T,144000,403,1700, KY,19.0939,-42.8428
US,4047,L,3456,328,1700, KY,37.6434,-84.7895
US,4047,P,1692,403,400, KY,37.6434,-84.7895
US,4059,D,73000,478,1100, KY,38.0765,-84.5278
US,4059,N,73000,403,2200, KY,38.0765,-84.5278
US,4059,P,12819,403,400, KY,38.0765,-84.5278
US,4059,T,73000,403,1700, KY,38.0765,-84.5278
US,4096,L,5573,328,1700, KY,37.0989,-84.0682
US,4096,P,1580,403,400, KY,37.0989,-84.0682
US,4101,L,4908,328,1700, KY,38.9809,-84.6009
US,4101,P,4200,403,400, KY,38.9809,-84.6009
US,4105,L,1900,328,1700, KY,38.6379,-83.7963
US,4105,P,1750,403,400, KY,38.6379,-83.7963
US,4113,L,1129999,328,1700, KY,6.520133333333334,-14.08955
US,4116,L,990000,328,1700, KY,38.768159999999995,-85.05145999999999
US,4217,L,1169999,328,1700, KY,7.4047399999999985,-17.70616
US,4224,L,3206,328,1700, KY,36.843,-87.4602
US,4224,P,1900,403,400, KY,36.843,-87.4602
US,4243,L,4439,328,1700, KY,37.3793,-87.4894
US,4243,P,1940,403,400, KY,37.3793,-87.4894
US,4271,L,3994,328,1700, KY,37.3305,-85.3594
US,4271,P,2100,403,400, KY,37.3305,-85.3594
US,4305,L,3684,328,1700, OH,40.0622,-82.3535
US,4305,P,4214,403,400, OH,40.0622,-82.3535
US,4319,P,5236,403,400, OH,39.9042,-82.9452
US,4319,T,37905,403,1700, OH,39.9042,-82.9452
US,4329,D,143000,478,1100, OH,40.0007,-83.1239
US,4329,N,143000,403,2200, OH,40.0007,-83.1239
US,4329,P,8064,403,400, OH,40.0007,-83.1239
US,4329,T,143000,403,1700, OH,40.0007,-83.1239
US,4339,A,820000,150,900, OH,39.8198,-82.9377
US,4339,S,3720,403,300, OH,39.8198,-82.9377
US,4339,T,3030,403,1700, OH,39.8198,-82.9377
US,4342,L,3688,328,1700, OH,41.3719,-83.113
US,4342,P,2150,403,400, OH,41.3719,-83.113
US,4351,L,3458,328,1700, OH,41.3011,-84.3417
US,4351,P,2050,403,400, OH,41.3011,-84.3417
US,4369,D,143000,478,1100, OH,41.5867,-83.6736
US,4369,N,143000,403,2200, OH,41.5867,-83.6736
US,4369,P,3861,403,400, OH,41.5867,-83.6736
US,4369,T,143000,403,1700, OH,41.5867,-83.6736
US,4395,L,4015,328,1700, OH,40.2668,-80.6231
US,4395,P,1720,403,400, OH,40.2668,-80.6231
US,4405,L,3586,328,1700, OH,41.3889,-82.1229
US,4405,P,2260,403,400, OH,41.3889,-82.1229
US,4409,L,21407,328,1700, OH,41.56399999999999,-81.4782
US,4409,P,17150,403,400, OH,41.56399999999999,-81.4782
US,4419,L,20916,328,1700, OH,41.3811,-81.8292
US,4419,P,5720,403,400, OH,41.3811,-81.8292
US,4423,L,3235,328,1700, OH,41.0222,-81.7168
US,4423,P,2550,403,400, OH,41.0222,-81.7168
US,4429,N,85000,403,2200, OH,41.5648,-81.5804
US,4429,P,8424,403,400, OH,41.5648,-81.5804
US,4429,T,85000,403,1700, OH,41.5648,-81.5804
US,4439,L,6061,328,1700, OH,41.1083,-81.4801
US,4439,P,4224,403,400, OH,41.1083,-81.4801
US,4449,S,1875,403,300, OH,41.4164,-81.8585
US,4449,T,2480,403,1700, OH,41.4164,-81.8585
US,4451,L,4343,328,1700, OH,41.0052,-80.6598
US,4451,P,2100,403,400, OH,41.0052,-80.6598
US,4466,L,4357,328,1700, OH,40.4851,-81.4316
US,4466,P,2160,403,400, OH,40.4851,-81.4316
US,4479,L,5662,328,1700, OH,40.768,-81.4428
US,4479,P,4410,403,400, OH,40.768,-81.4428
US,4487,L,4551,328,1700, OH,41.3102,-82.6064
US,4487,P,2760,403,400, OH,41.3102,-82.6064
US,4499,L,6837,328,1700, OH,40.7763,-82.5457
US,4499,P,7020,403,400, OH,40.7763,-82.5457
US,4501,L,4224,328,1700, OH,39.3769,-84.5559
US,4501,P,1900,403,400, OH,39.3769,-84.5559
US,4517,L,4697,328,1700, OH,39.3616,-83.8668
US,4517,P,2900,403,400, OH,39.3616,-83.8668
US,4519,N,74000,403,2200, OH,39.271,-84.4333
US,4519,P,23792,403,400, OH,39.271,-84.4333
US,4519,S,74000,403,300, OH,39.271,-84.4333
US,4519,T,74000,403,1700, OH,39.271,-84.4333
US,4529,P,23139,403,400, OH,39.1208,-84.5373
US,4529,T,38000,403,1700, OH,39.1208,-84.5373
US,4535,L,1575,328,1700, OH,40.1608,-84.2322
US,4535,P,5670,403,400, OH,40.1608,-84.2322
US,4539,L,19151,328,1700, OH,39.6733,-84.2404
US,4539,P,9540,403,400, OH,39.6733,-84.2404
US,4539,S,104999,403,300, OH,39.6733,-84.2404
US,4549,L,9103,328,1700, OH,39.7948,-84.1535
US,4549,P,3032,403,400, OH,39.7948,-84.1535
US,4566,L,4232,328,1700, OH,38.8034,-82.9856
US,4566,P,2060,403,400, OH,38.8034,-82.9856
US,4569,S,750000,403,300, OH,41.1412,-80.6768
US,4575,L,4440,328,1700, OH,39.4129,-81.4518
US,4575,P,1662,403,400, OH,39.4129,-81.4518
US,4581,L,4262,328,1700, OH,40.5583,-84.5399
US,4581,P,2025,403,400, OH,40.5583,-84.5399
US,4584,L,4564,328,1700, OH,41.0618,-83.6751
US,4584,P,2025,403,400, OH,41.0618,-83.6751
US,4601,L,3508,328,1700, IN,40.096,-85.6773
US,4601,P,1820,403,400, IN,40.096,-85.6773
US,4619,P,12824,403,400, IN,39.7884,-86.17310000000002
US,4619,S,17373,403,300, IN,39.7884,-86.17310000000002
US,4619,T,16217,403,1700, IN,39.7884,-86.17310000000002
US,4621,P,1149999,403,400, IN,39.7884,-86.17310000000002
US,4624,L,2940,328,1700, IN,39.9125,-86.0391
US,4624,P,2400,403,400, IN,39.9125,-86.0391
US,4625,P,890000,403,400, IN,39.7884,-86.17310000000002
US,4629,D,144000,478,1100, IN,39.9001,-86.2546
US,4629,N,144000,403,2200, IN,39.9001,-86.2546
US,4629,P,11220,403,400, IN,39.9001,-86.2546
US,4629,T,144000,403,1700, IN,39.9001,-86.2546
US,4635,L,6139,328,1700, IN,41.5884,-87.5188
US,4635,P,3600,403,400, IN,41.5884,-87.5188
US,4636,L,3680,328,1700, IN,41.5421,-86.9089
US,4636,P,4520,403,400, IN,41.5421,-86.9089
US,4651,L,10816,328,1700, IN,41.6597,-85.9934
US,4651,P,5925,403,400, IN,41.6597,-85.9934
US,4675,L,4884,328,1700, IN,41.435,-85.0493
US,4675,P,4440,403,400, IN,41.435,-85.0493
US,4679,A,760000,150,900, IN,10.2465,-21.2997
US,4679,S,2100,403,300, IN,10.2465,-21.2997
US,4679,T,1760,403,1700, IN,10.2465,-21.2997
US,4689,L,8505,328,1700, IN,41.1096,-85.1766
US,4689,P,10476,403,400, IN,41.1096,-85.1766
US,4695,L,4280,328,1700, IN,40.5394,-85.6478
US,4695,P,1940,403,400, IN,40.5394,-85.6478
US,4715,L,3170,328,1700, IN,38.332,-85.7564
US,4715,P,4840,403,400, IN,38.332,-85.7564
US,4724,L,4143,328,1700, IN,39.066,-85.2583
US,4724,P,1580,403,400, IN,39.066,-85.2583
US,4737,L,2833,328,1700, IN,39.8198,-84.9899
US,4737,P,1920,403,400, IN,39.8198,-84.9899
US,4754,L,3315,328,1700, IN,38.3061,-86.9618
US,4754,P,1283,403,400, IN,38.3061,-86.9618
US,4793,L,2866,328,1700, IN,40.0537,-86.9052
US,4793,P,1660,403,400, IN,40.0537,-86.9052
US,4805,L,7018,328,1700, MI,42.6606,-83.3218
US,4805,P,6450,403,400, MI,42.6606,-83.3218
US,4806,L,3232,328,1700, MI,42.9502,-82.4414
US,4806,P,2075,403,400, MI,42.9502,-82.4414
US,4809,P,19800,403,400, MI,42.5253,-83.0891
US,4809,T,43999,403,1700, MI,42.5253,-83.0891
US,4813,L,3151,328,1700, MI,42.2115,-83.2886
US,4813,P,6380,403,400, MI,42.2115,-83.2886
US,4822,L,14192,328,1700, MI,42.4427,-83.0049
US,4822,P,8400,403,400, MI,42.4427,-83.0049
US,4829,N,45805,403,2200, MI,42.383,-83.3383
US,4829,P,4206,403,400, MI,42.383,-83.3383
US,4829,T,42948,403,1700, MI,42.383,-83.3383
US,4835,L,4559,328,1700, MI,42.5138,-83.5374
US,4835,P,3750,403,400, MI,42.5138,-83.5374
US,4849,A,1129999,150,900, MI,42.2099,-83.3268
US,4849,S,3831,403,300, MI,42.2099,-83.3268
US,4849,T,4025,403,1700, MI,42.2099,-83.3268
US,4866,L,3969,328,1700, MI,44.2652,-84.2277
US,4866,P,1980,403,400, MI,44.2652,-84.2277
US,4872,L,3476,328,1700, MI,43.5891,-83.1816
US,4872,P,1700,403,400, MI,43.5891,-83.1816
US,4885,L,2831,328,1700, MI,43.6124,-84.7678
US,4885,P,5300,403,400, MI,43.6124,-84.7678
US,4889,S,850000,403,300, MI,43.37248571428571,-84.72205714285712
US,4899,S,103999,403,300, MI,42.77269999999999,-84.60770000000002
US,4899,T,1069999,403,1700, MI,42.77269999999999,-84.60770000000002
US,4901,L,6622,328,1700, MI,42.3187,-85.1908
US,4901,P,7275,403,400, MI,42.3187,-85.1908
US,4902,L,5349,328,1700, MI,42.0561,-86.4621
US,4902,P,8100,403,400, MI,42.0561,-86.4621
US,4909,L,10399,328,1700, MI,42.2402,-85.6824
US,4909,N,20000,403,2200, MI,42.2402,-85.6824
US,4909,P,8325,403,400, MI,42.2402,-85.6824
US,4922,L,2572,328,1700, MI,41.8906,-84.0209
US,4922,P,1975,403,400, MI,41.8906,-84.0209
US,4943,L,4312,328,1700, MI,43.9468,-86.4276
US,4943,P,2450,403,400, MI,43.9468,-86.4276
US,4944,L,5347,328,1700, MI,43.2067,-86.2146
US,4944,P,9375,403,400, MI,43.2067,-86.2146
US,4949,S,830000,403,300, MI,43.06203333333334,-85.67896666666667
US,4959,N,54000,403,2200, MI,42.8552,-85.6836
